name,top1lang,top2lang,top3lang,top4lang,top5lang,top1lib,top2lib,top3lib,top4lib,top5lib,top6lib,top7lib,category
mobile_3368,Kotlin,Objective-C,Java,Swift,JavaScript,HealthKit,Combine,flutter,Foundation,,,,Mobile Development
mobile_3369,Dart,C#,Java,Objective-C,,java.util,flutter,react-native,CoreData,,,,Mobile Development
mobile_3370,C#,Objective-C,TypeScript,,,CoreLocation,Foundation,Combine,glide,XCTest,AppKit,retrofit,Mobile Development
mobile_3371,Objective-C,JavaScript,Dart,,,XCTest,SwiftUI,Foundation,,,,,Mobile Development
mobile_3372,Objective-C,Swift,Kotlin,JavaScript,,AppKit,SwiftUI,Combine,kotlinx.coroutines,AVFoundation,retrofit,,Mobile Development
mobile_3373,Swift,Kotlin,JavaScript,Dart,,UIKit,CoreData,SwiftUI,Foundation,android.content,android.view,,Mobile Development
mobile_3374,Swift,Objective-C,Dart,,,SwiftUI,Combine,android.view,Foundation,,,,Mobile Development
mobile_3375,Java,Objective-C,TypeScript,Kotlin,,Foundation,glide,Combine,,,,,Mobile Development
mobile_3376,TypeScript,Swift,Java,,,HealthKit,jetpack-compose,android.view,AppKit,,,,Mobile Development
mobile_3377,JavaScript,Objective-C,Swift,,,com.android,UIKit,androidx,android.view,react-native,android.content,flutter,Mobile Development
mobile_3378,Dart,Swift,Kotlin,C#,TypeScript,UIKit,jetpack-compose,kotlinx.coroutines,,,,,Mobile Development
mobile_3379,Kotlin,Objective-C,Dart,TypeScript,,AVFoundation,flutter,AppKit,,,,,Mobile Development
mobile_3380,Swift,Dart,Java,,,CoreLocation,flutter,react-native,com.android,kotlinx.coroutines,,,Mobile Development
mobile_3381,Kotlin,Swift,Java,,,com.android,glide,react-native,Combine,SwiftUI,Foundation,retrofit,Mobile Development
mobile_3382,Swift,Kotlin,JavaScript,TypeScript,Dart,java.util,HealthKit,AVFoundation,glide,com.android,,,Mobile Development
mobile_3383,Dart,Kotlin,TypeScript,Java,Swift,CoreData,XCTest,androidx,CoreLocation,,,,Mobile Development
mobile_3384,Kotlin,Swift,Dart,C#,JavaScript,react-native,flutter,glide,CoreLocation,Foundation,UIKit,retrofit,Mobile Development
mobile_3385,Objective-C,Kotlin,TypeScript,,,UIKit,react-native,kotlinx.coroutines,AVFoundation,android.view,AppKit,Foundation,Mobile Development
mobile_3386,TypeScript,Kotlin,C#,Swift,,java.util,Foundation,SwiftUI,android.view,CoreData,,,Mobile Development
mobile_3387,Swift,Java,Dart,JavaScript,Kotlin,java.util,XCTest,UIKit,react-native,,,,Mobile Development
mobile_3388,Java,Swift,Kotlin,,,java.util,CoreData,com.android,UIKit,,,,Mobile Development
mobile_3389,Java,Swift,Kotlin,,,androidx,glide,Combine,jetpack-compose,android.content,CoreLocation,kotlinx.coroutines,Mobile Development
mobile_3390,Swift,Dart,Objective-C,,,android.view,SwiftUI,flutter,kotlinx.coroutines,CoreLocation,retrofit,,Mobile Development
mobile_3391,C#,JavaScript,Objective-C,Kotlin,Swift,com.android,react-native,AppKit,Foundation,flutter,,,Mobile Development
mobile_3392,Java,Swift,Dart,,,flutter,SwiftUI,UIKit,,,,,Mobile Development
mobile_3393,Java,TypeScript,Swift,Kotlin,,XCTest,jetpack-compose,kotlinx.coroutines,,,,,Mobile Development
mobile_3394,Dart,Kotlin,Java,Swift,Objective-C,SwiftUI,jetpack-compose,react-native,android.content,CoreLocation,android.view,,Mobile Development
mobile_3395,Dart,Kotlin,Swift,,,android.view,flutter,retrofit,androidx,XCTest,,,Mobile Development
mobile_3396,TypeScript,Objective-C,C#,,,com.android,kotlinx.coroutines,SwiftUI,Foundation,AVFoundation,,,Mobile Development
mobile_3397,JavaScript,C#,Kotlin,Swift,Objective-C,androidx,UIKit,android.content,java.util,,,,Mobile Development
mobile_3398,TypeScript,Objective-C,Dart,JavaScript,,com.android,CoreData,android.view,XCTest,HealthKit,,,Mobile Development
mobile_3399,Dart,Java,Kotlin,C#,Objective-C,kotlinx.coroutines,flutter,CoreData,CoreLocation,AppKit,SwiftUI,,Mobile Development
mobile_3400,Kotlin,TypeScript,Swift,,,Combine,java.util,kotlinx.coroutines,XCTest,android.content,flutter,AppKit,Mobile Development
mobile_3401,Kotlin,JavaScript,C#,,,retrofit,XCTest,AppKit,AVFoundation,android.content,kotlinx.coroutines,,Mobile Development
mobile_3402,Objective-C,Java,Swift,Kotlin,JavaScript,flutter,react-native,Foundation,android.view,SwiftUI,AppKit,,Mobile Development
mobile_3403,Java,C#,Swift,Dart,,UIKit,com.android,Foundation,retrofit,,,,Mobile Development
mobile_3404,JavaScript,Dart,Objective-C,Swift,,react-native,SwiftUI,androidx,flutter,AVFoundation,kotlinx.coroutines,CoreData,Mobile Development
mobile_3405,JavaScript,C#,Swift,,,Foundation,android.content,jetpack-compose,com.android,,,,Mobile Development
mobile_3406,C#,Swift,Objective-C,Java,,Combine,UIKit,HealthKit,Foundation,,,,Mobile Development
mobile_3407,TypeScript,Kotlin,Java,Objective-C,Swift,android.content,java.util,XCTest,Foundation,AppKit,SwiftUI,kotlinx.coroutines,Mobile Development
mobile_3408,Dart,Objective-C,Swift,C#,,androidx,glide,android.content,UIKit,android.view,react-native,,Mobile Development
mobile_3409,C#,Kotlin,JavaScript,Objective-C,,Foundation,java.util,kotlinx.coroutines,androidx,SwiftUI,,,Mobile Development
mobile_3410,Swift,Dart,JavaScript,Kotlin,,com.android,UIKit,react-native,,,,,Mobile Development
mobile_3411,Dart,TypeScript,Swift,,,com.android,AVFoundation,java.util,CoreData,flutter,,,Mobile Development
mobile_3412,Dart,Java,Kotlin,JavaScript,TypeScript,android.view,flutter,SwiftUI,android.content,retrofit,com.android,jetpack-compose,Mobile Development
mobile_3413,Dart,JavaScript,Java,Kotlin,TypeScript,java.util,flutter,AppKit,androidx,,,,Mobile Development
mobile_3414,C#,Swift,Kotlin,JavaScript,,android.view,SwiftUI,UIKit,Combine,androidx,Foundation,,Mobile Development
mobile_3415,Kotlin,TypeScript,Objective-C,JavaScript,,SwiftUI,AppKit,android.content,androidx,Combine,,,Mobile Development
mobile_3416,C#,Dart,Objective-C,,,jetpack-compose,CoreLocation,android.view,Combine,UIKit,,,Mobile Development
mobile_3417,JavaScript,Java,Dart,TypeScript,,UIKit,Foundation,java.util,androidx,flutter,react-native,SwiftUI,Mobile Development
mobile_3418,Java,Dart,TypeScript,,,UIKit,Foundation,android.view,SwiftUI,CoreData,,,Mobile Development
mobile_3419,TypeScript,Objective-C,Kotlin,,,glide,UIKit,androidx,Foundation,android.view,,,Mobile Development
mobile_3420,Swift,Objective-C,Dart,,,com.android,flutter,UIKit,,,,,Mobile Development
mobile_3421,TypeScript,Java,Dart,,,java.util,jetpack-compose,android.view,,,,,Mobile Development
mobile_3422,Dart,Java,JavaScript,Swift,TypeScript,Foundation,retrofit,SwiftUI,CoreLocation,AppKit,XCTest,CoreData,Mobile Development
mobile_3423,Swift,Objective-C,JavaScript,Kotlin,Dart,HealthKit,UIKit,react-native,,,,,Mobile Development
mobile_3424,JavaScript,C#,Kotlin,,,react-native,jetpack-compose,retrofit,com.android,android.content,Foundation,,Mobile Development
mobile_3425,Kotlin,Swift,Java,Objective-C,,XCTest,kotlinx.coroutines,android.content,UIKit,Foundation,jetpack-compose,,Mobile Development
mobile_3426,Swift,Dart,JavaScript,Objective-C,,HealthKit,XCTest,android.content,flutter,glide,SwiftUI,kotlinx.coroutines,Mobile Development
mobile_3427,Kotlin,Dart,Java,JavaScript,Objective-C,flutter,SwiftUI,Foundation,react-native,jetpack-compose,kotlinx.coroutines,,Mobile Development
mobile_3428,JavaScript,Dart,Java,Swift,Objective-C,glide,Combine,UIKit,,,,,Mobile Development
mobile_3429,Java,Kotlin,Objective-C,Dart,Swift,com.android,Foundation,CoreLocation,SwiftUI,AppKit,glide,kotlinx.coroutines,Mobile Development
mobile_3430,Kotlin,Dart,Swift,,,HealthKit,flutter,androidx,UIKit,jetpack-compose,CoreLocation,SwiftUI,Mobile Development
mobile_3431,Dart,Objective-C,Swift,TypeScript,Java,android.view,com.android,react-native,Foundation,SwiftUI,jetpack-compose,,Mobile Development
mobile_3432,Swift,JavaScript,Dart,TypeScript,,android.content,HealthKit,react-native,UIKit,flutter,AppKit,java.util,Mobile Development
mobile_3433,Swift,Objective-C,Kotlin,,,AVFoundation,Foundation,SwiftUI,java.util,kotlinx.coroutines,UIKit,androidx,Mobile Development
mobile_3434,Swift,Objective-C,Kotlin,,,CoreLocation,flutter,XCTest,,,,,Mobile Development
mobile_3435,Kotlin,Objective-C,Dart,,,android.view,UIKit,flutter,HealthKit,com.android,CoreData,,Mobile Development
mobile_3436,Kotlin,Swift,JavaScript,Java,,AVFoundation,AppKit,android.content,UIKit,,,,Mobile Development
mobile_3437,Kotlin,Java,C#,Dart,,flutter,com.android,AVFoundation,jetpack-compose,,,,Mobile Development
mobile_3438,Objective-C,Kotlin,Dart,Java,,SwiftUI,XCTest,AVFoundation,react-native,Foundation,,,Mobile Development
mobile_3439,JavaScript,Swift,Java,Dart,Objective-C,SwiftUI,flutter,kotlinx.coroutines,,,,,Mobile Development
mobile_3440,Objective-C,Swift,TypeScript,Dart,,SwiftUI,java.util,jetpack-compose,,,,,Mobile Development
mobile_3441,Kotlin,Swift,JavaScript,Objective-C,,react-native,jetpack-compose,Foundation,,,,,Mobile Development
mobile_3442,Kotlin,TypeScript,Objective-C,Dart,,Foundation,AVFoundation,retrofit,UIKit,CoreData,,,Mobile Development
mobile_3443,Dart,Kotlin,TypeScript,Java,C#,UIKit,CoreLocation,android.content,retrofit,flutter,glide,android.view,Mobile Development
mobile_3444,JavaScript,Objective-C,Swift,,,flutter,XCTest,react-native,,,,,Mobile Development
mobile_3445,Swift,Java,TypeScript,C#,,kotlinx.coroutines,Foundation,AppKit,,,,,Mobile Development
mobile_3446,Swift,JavaScript,Kotlin,,,android.view,XCTest,react-native,SwiftUI,CoreData,AppKit,,Mobile Development
mobile_3447,TypeScript,Swift,Java,Kotlin,C#,CoreLocation,UIKit,com.android,,,,,Mobile Development
mobile_3448,Dart,Java,Swift,,,SwiftUI,AppKit,Combine,XCTest,react-native,retrofit,,Mobile Development
mobile_3449,Kotlin,C#,Swift,Objective-C,TypeScript,AppKit,XCTest,jetpack-compose,flutter,AVFoundation,Foundation,android.view,Mobile Development
mobile_3450,Kotlin,TypeScript,Java,,,SwiftUI,glide,retrofit,CoreData,UIKit,,,Mobile Development
mobile_3451,Objective-C,C#,JavaScript,Java,,Combine,glide,CoreData,,,,,Mobile Development
mobile_3452,Dart,Kotlin,TypeScript,C#,,com.android,flutter,android.view,Combine,glide,,,Mobile Development
mobile_3453,Swift,Java,Kotlin,,,SwiftUI,UIKit,CoreData,androidx,react-native,,,Mobile Development
mobile_3454,Kotlin,JavaScript,Dart,Java,,android.content,HealthKit,kotlinx.coroutines,XCTest,glide,,,Mobile Development
mobile_3455,Kotlin,Swift,Java,Objective-C,TypeScript,java.util,SwiftUI,XCTest,android.view,flutter,,,Mobile Development
mobile_3456,Swift,Kotlin,TypeScript,,,java.util,jetpack-compose,react-native,XCTest,flutter,Combine,Foundation,Mobile Development
mobile_3457,C#,Java,Kotlin,Objective-C,,flutter,HealthKit,java.util,SwiftUI,retrofit,Combine,,Mobile Development
mobile_3458,Objective-C,Dart,C#,Swift,,android.content,android.view,androidx,,,,,Mobile Development
mobile_3459,C#,Dart,Kotlin,,,UIKit,android.view,XCTest,com.android,Combine,,,Mobile Development
mobile_3460,Objective-C,Dart,JavaScript,Kotlin,,SwiftUI,kotlinx.coroutines,CoreData,jetpack-compose,CoreLocation,,,Mobile Development
mobile_3461,TypeScript,Kotlin,JavaScript,,,flutter,java.util,com.android,androidx,AVFoundation,kotlinx.coroutines,,Mobile Development
mobile_3462,Objective-C,Swift,C#,,,XCTest,CoreLocation,SwiftUI,,,,,Mobile Development
mobile_3463,Dart,Kotlin,Java,TypeScript,,jetpack-compose,SwiftUI,HealthKit,Combine,,,,Mobile Development
mobile_3464,Objective-C,Swift,Kotlin,Java,,Combine,Foundation,react-native,,,,,Mobile Development
mobile_3465,Dart,Objective-C,Java,Swift,,SwiftUI,react-native,AppKit,,,,,Mobile Development
mobile_3466,Objective-C,Swift,TypeScript,,,retrofit,Foundation,com.android,SwiftUI,glide,AppKit,kotlinx.coroutines,Mobile Development
mobile_3467,TypeScript,Java,Kotlin,JavaScript,,com.android,UIKit,Foundation,android.content,kotlinx.coroutines,CoreData,SwiftUI,Mobile Development
mobile_3468,Kotlin,Java,Swift,C#,Objective-C,react-native,flutter,android.content,AVFoundation,androidx,CoreLocation,,Mobile Development
mobile_3469,Kotlin,TypeScript,Java,Swift,Objective-C,android.content,AppKit,glide,jetpack-compose,,,,Mobile Development
mobile_3470,TypeScript,Java,Dart,Objective-C,Swift,com.android,android.view,UIKit,kotlinx.coroutines,java.util,retrofit,AVFoundation,Mobile Development
mobile_3471,Swift,Kotlin,Dart,C#,TypeScript,CoreData,XCTest,SwiftUI,androidx,react-native,UIKit,retrofit,Mobile Development
mobile_3472,TypeScript,Objective-C,Dart,,,android.view,Foundation,UIKit,jetpack-compose,java.util,,,Mobile Development
mobile_3473,TypeScript,Swift,Java,Kotlin,,flutter,androidx,Combine,android.content,glide,,,Mobile Development
mobile_3474,Kotlin,Objective-C,Java,TypeScript,Dart,AVFoundation,react-native,Combine,,,,,Mobile Development
mobile_3475,JavaScript,Swift,Dart,Objective-C,Kotlin,android.view,AppKit,SwiftUI,jetpack-compose,Combine,flutter,,Mobile Development
mobile_3476,Swift,C#,JavaScript,TypeScript,Objective-C,jetpack-compose,SwiftUI,android.view,UIKit,androidx,,,Mobile Development
mobile_3477,Kotlin,JavaScript,TypeScript,C#,,glide,Combine,SwiftUI,UIKit,android.content,android.view,,Mobile Development
mobile_3478,TypeScript,Kotlin,Objective-C,JavaScript,C#,AVFoundation,AppKit,com.android,Foundation,android.view,retrofit,SwiftUI,Mobile Development
mobile_3479,JavaScript,Kotlin,TypeScript,Swift,,flutter,kotlinx.coroutines,retrofit,java.util,HealthKit,com.android,android.view,Mobile Development
mobile_3480,Java,TypeScript,Swift,JavaScript,Dart,flutter,AppKit,retrofit,com.android,jetpack-compose,android.content,,Mobile Development
mobile_3481,Kotlin,Objective-C,Java,Swift,,react-native,java.util,com.android,android.content,retrofit,UIKit,,Mobile Development
mobile_3482,Swift,JavaScript,Kotlin,Objective-C,,flutter,CoreLocation,androidx,Foundation,jetpack-compose,react-native,,Mobile Development
mobile_3483,TypeScript,Dart,Kotlin,Swift,Objective-C,CoreData,android.view,SwiftUI,react-native,androidx,AVFoundation,jetpack-compose,Mobile Development
mobile_3484,TypeScript,Swift,Dart,JavaScript,,Combine,Foundation,SwiftUI,XCTest,java.util,flutter,retrofit,Mobile Development
mobile_3485,Swift,Objective-C,Kotlin,TypeScript,,Combine,android.content,react-native,java.util,UIKit,,,Mobile Development
mobile_3486,JavaScript,TypeScript,Swift,Kotlin,,UIKit,XCTest,android.content,SwiftUI,AVFoundation,androidx,,Mobile Development
mobile_3487,Swift,TypeScript,Objective-C,C#,,UIKit,java.util,CoreLocation,react-native,Combine,,,Mobile Development
mobile_3488,Swift,JavaScript,Dart,C#,,glide,UIKit,AVFoundation,android.content,,,,Mobile Development
mobile_3489,Kotlin,Swift,C#,Objective-C,Dart,SwiftUI,UIKit,android.content,,,,,Mobile Development
mobile_3490,TypeScript,Kotlin,Swift,C#,JavaScript,XCTest,Foundation,android.content,react-native,CoreLocation,,,Mobile Development
mobile_3491,Kotlin,Java,Swift,JavaScript,,jetpack-compose,react-native,HealthKit,CoreData,AppKit,android.content,,Mobile Development
mobile_3492,C#,Kotlin,Swift,Objective-C,Dart,kotlinx.coroutines,CoreLocation,react-native,Combine,,,,Mobile Development
mobile_3493,Java,Kotlin,Dart,,,Foundation,com.android,java.util,,,,,Mobile Development
mobile_3494,Swift,Kotlin,Objective-C,Java,Dart,AppKit,flutter,androidx,,,,,Mobile Development
mobile_3495,Java,Swift,Objective-C,Dart,,flutter,java.util,kotlinx.coroutines,react-native,,,,Mobile Development
mobile_3496,Java,Kotlin,Dart,C#,Swift,SwiftUI,AVFoundation,android.view,,,,,Mobile Development
mobile_3497,JavaScript,Swift,Objective-C,Dart,TypeScript,java.util,react-native,android.view,CoreLocation,UIKit,,,Mobile Development
mobile_3498,Swift,Objective-C,TypeScript,,,Foundation,UIKit,XCTest,,,,,Mobile Development
mobile_3499,Java,JavaScript,C#,Swift,,androidx,android.content,AppKit,Foundation,,,,Mobile Development
mobile_3500,Objective-C,TypeScript,Kotlin,Swift,,android.view,kotlinx.coroutines,Foundation,flutter,react-native,,,Mobile Development
mobile_3501,Objective-C,Java,Kotlin,,,react-native,CoreLocation,Foundation,UIKit,AppKit,,,Mobile Development
mobile_3502,JavaScript,Swift,Java,Dart,Kotlin,jetpack-compose,CoreData,Foundation,com.android,android.content,CoreLocation,,Mobile Development
mobile_3503,Kotlin,Objective-C,Java,Dart,Swift,Foundation,react-native,android.view,XCTest,flutter,,,Mobile Development
mobile_3504,Dart,Objective-C,Java,Kotlin,Swift,Combine,Foundation,com.android,UIKit,HealthKit,react-native,flutter,Mobile Development
mobile_3505,Swift,Kotlin,JavaScript,,,AVFoundation,AppKit,com.android,SwiftUI,android.view,,,Mobile Development
mobile_3506,JavaScript,Dart,Java,TypeScript,Kotlin,SwiftUI,glide,android.view,jetpack-compose,kotlinx.coroutines,flutter,AppKit,Mobile Development
mobile_3507,Objective-C,Java,Dart,JavaScript,,CoreLocation,react-native,XCTest,CoreData,Foundation,,,Mobile Development
mobile_3508,C#,Kotlin,Dart,,,UIKit,SwiftUI,android.view,java.util,react-native,flutter,,Mobile Development
mobile_3509,Dart,Java,C#,Objective-C,Kotlin,UIKit,SwiftUI,flutter,Foundation,Combine,com.android,,Mobile Development
mobile_3510,TypeScript,Dart,JavaScript,,,glide,kotlinx.coroutines,react-native,jetpack-compose,,,,Mobile Development
mobile_3511,Objective-C,Kotlin,JavaScript,TypeScript,,flutter,CoreData,CoreLocation,,,,,Mobile Development
mobile_3512,Java,Dart,Objective-C,Kotlin,,react-native,XCTest,CoreData,androidx,Combine,SwiftUI,,Mobile Development
mobile_3513,Kotlin,C#,Java,JavaScript,,jetpack-compose,com.android,CoreLocation,,,,,Mobile Development
mobile_3514,Java,Objective-C,Kotlin,C#,Swift,com.android,CoreData,androidx,java.util,Foundation,Combine,,Mobile Development
mobile_3515,Swift,Dart,TypeScript,,,CoreLocation,UIKit,java.util,HealthKit,react-native,,,Mobile Development
mobile_3516,Objective-C,Dart,Java,Swift,JavaScript,flutter,android.content,UIKit,CoreLocation,com.android,AVFoundation,android.view,Mobile Development
mobile_3517,TypeScript,C#,Kotlin,,,kotlinx.coroutines,android.view,java.util,flutter,SwiftUI,,,Mobile Development
mobile_3518,Kotlin,C#,TypeScript,,,Foundation,Combine,XCTest,,,,,Mobile Development
mobile_3519,Objective-C,Java,Swift,Kotlin,C#,XCTest,react-native,SwiftUI,CoreData,Foundation,,,Mobile Development
mobile_3520,Objective-C,Swift,JavaScript,Kotlin,,retrofit,XCTest,android.content,SwiftUI,flutter,com.android,,Mobile Development
mobile_3521,JavaScript,Swift,C#,,,UIKit,java.util,android.content,flutter,jetpack-compose,Combine,,Mobile Development
mobile_3522,Kotlin,Swift,C#,Dart,Objective-C,Foundation,SwiftUI,react-native,CoreData,kotlinx.coroutines,,,Mobile Development
mobile_3523,Kotlin,Swift,Dart,,,flutter,AppKit,Combine,Foundation,java.util,,,Mobile Development
mobile_3524,Objective-C,Kotlin,Swift,TypeScript,,Combine,android.content,UIKit,HealthKit,,,,Mobile Development
mobile_3525,Dart,Swift,TypeScript,Java,,jetpack-compose,Combine,android.view,SwiftUI,CoreData,com.android,,Mobile Development
mobile_3526,Dart,TypeScript,C#,JavaScript,Objective-C,Combine,flutter,jetpack-compose,,,,,Mobile Development
mobile_3527,Java,Kotlin,Swift,C#,,com.android,kotlinx.coroutines,UIKit,Foundation,XCTest,SwiftUI,CoreLocation,Mobile Development
mobile_3528,JavaScript,Swift,C#,Kotlin,Objective-C,XCTest,AVFoundation,Foundation,AppKit,android.view,,,Mobile Development
mobile_3529,Objective-C,Java,Dart,,,kotlinx.coroutines,XCTest,SwiftUI,androidx,HealthKit,glide,react-native,Mobile Development
mobile_3530,Objective-C,TypeScript,Java,Kotlin,,AVFoundation,flutter,android.content,XCTest,glide,,,Mobile Development
mobile_3531,Java,Dart,Swift,Kotlin,,flutter,jetpack-compose,glide,,,,,Mobile Development
mobile_3532,C#,Dart,Kotlin,Swift,Java,XCTest,react-native,CoreData,android.content,kotlinx.coroutines,retrofit,,Mobile Development
mobile_3533,JavaScript,TypeScript,Swift,,,kotlinx.coroutines,SwiftUI,XCTest,Combine,retrofit,CoreLocation,,Mobile Development
mobile_3534,C#,Dart,Swift,Java,,androidx,android.view,flutter,,,,,Mobile Development
mobile_3535,C#,Objective-C,Kotlin,,,android.view,glide,UIKit,android.content,Foundation,jetpack-compose,,Mobile Development
mobile_3536,Swift,Objective-C,Kotlin,,,Foundation,flutter,com.android,android.content,jetpack-compose,react-native,,Mobile Development
mobile_3537,Kotlin,JavaScript,Swift,,,Foundation,androidx,AVFoundation,retrofit,XCTest,java.util,jetpack-compose,Mobile Development
mobile_3538,Swift,TypeScript,Objective-C,Kotlin,JavaScript,glide,SwiftUI,retrofit,,,,,Mobile Development
mobile_3539,Swift,Kotlin,Dart,Java,,Combine,jetpack-compose,react-native,flutter,SwiftUI,,,Mobile Development
mobile_3540,Kotlin,C#,JavaScript,Objective-C,Java,Foundation,UIKit,androidx,android.content,,,,Mobile Development
mobile_3541,Objective-C,TypeScript,Swift,Dart,Kotlin,AVFoundation,android.view,react-native,SwiftUI,,,,Mobile Development
mobile_3542,Dart,JavaScript,Kotlin,Java,Swift,java.util,UIKit,jetpack-compose,XCTest,flutter,androidx,,Mobile Development
mobile_3543,Kotlin,Objective-C,Java,,,android.view,android.content,Foundation,SwiftUI,retrofit,,,Mobile Development
mobile_3544,C#,Java,Swift,JavaScript,Objective-C,SwiftUI,Foundation,flutter,,,,,Mobile Development
mobile_3545,Java,Swift,Objective-C,Dart,C#,Foundation,react-native,SwiftUI,,,,,Mobile Development
mobile_3546,Objective-C,Dart,JavaScript,Swift,,flutter,android.content,Combine,UIKit,jetpack-compose,com.android,android.view,Mobile Development
mobile_3547,TypeScript,Dart,Objective-C,Swift,,CoreLocation,com.android,UIKit,jetpack-compose,flutter,,,Mobile Development
mobile_3548,Objective-C,Swift,Kotlin,TypeScript,Java,com.android,CoreLocation,androidx,kotlinx.coroutines,Combine,,,Mobile Development
mobile_3549,Swift,JavaScript,Dart,C#,TypeScript,java.util,CoreData,kotlinx.coroutines,CoreLocation,UIKit,,,Mobile Development
mobile_3550,TypeScript,Dart,Objective-C,C#,Java,react-native,kotlinx.coroutines,HealthKit,androidx,jetpack-compose,java.util,,Mobile Development
mobile_3551,TypeScript,Objective-C,Swift,JavaScript,Java,java.util,AVFoundation,CoreData,Combine,,,,Mobile Development
mobile_3552,JavaScript,C#,Swift,,,flutter,UIKit,XCTest,android.view,java.util,Foundation,com.android,Mobile Development
mobile_3553,Swift,JavaScript,Objective-C,,,SwiftUI,react-native,Combine,java.util,AVFoundation,,,Mobile Development
mobile_3554,Dart,Objective-C,Java,Kotlin,C#,jetpack-compose,glide,UIKit,Foundation,react-native,android.content,Combine,Mobile Development
mobile_3555,C#,Swift,Kotlin,Dart,,kotlinx.coroutines,android.view,react-native,XCTest,,,,Mobile Development
mobile_3556,Kotlin,Java,JavaScript,,,com.android,jetpack-compose,AVFoundation,UIKit,retrofit,,,Mobile Development
mobile_3557,Dart,JavaScript,Kotlin,C#,TypeScript,react-native,flutter,kotlinx.coroutines,,,,,Mobile Development
mobile_3558,Kotlin,Swift,Java,Dart,C#,androidx,com.android,flutter,XCTest,CoreLocation,AVFoundation,,Mobile Development
mobile_3559,JavaScript,Swift,Kotlin,,,androidx,java.util,jetpack-compose,AppKit,glide,CoreData,Foundation,Mobile Development
mobile_3560,Swift,JavaScript,Java,Kotlin,,Foundation,glide,com.android,Combine,,,,Mobile Development
mobile_3561,Java,Swift,C#,,,android.content,Foundation,java.util,CoreData,flutter,,,Mobile Development
mobile_3562,Swift,TypeScript,C#,Java,JavaScript,UIKit,java.util,glide,,,,,Mobile Development
mobile_3563,TypeScript,Swift,Objective-C,,,SwiftUI,UIKit,AppKit,CoreData,android.view,kotlinx.coroutines,android.content,Mobile Development
mobile_3564,Java,Dart,Kotlin,TypeScript,,jetpack-compose,retrofit,Foundation,glide,,,,Mobile Development
mobile_3565,Dart,C#,Objective-C,Kotlin,,AppKit,AVFoundation,kotlinx.coroutines,android.content,Combine,,,Mobile Development
mobile_3566,Java,C#,Swift,,,CoreData,react-native,AppKit,SwiftUI,kotlinx.coroutines,,,Mobile Development
mobile_3567,Dart,C#,Java,Swift,,Foundation,flutter,CoreLocation,,,,,Mobile Development
mobile_3568,TypeScript,Java,Kotlin,Objective-C,Swift,retrofit,java.util,androidx,flutter,UIKit,,,Mobile Development
mobile_3569,Kotlin,JavaScript,Objective-C,,,java.util,Combine,react-native,UIKit,glide,SwiftUI,flutter,Mobile Development
mobile_3570,Kotlin,Objective-C,JavaScript,,,CoreData,Foundation,HealthKit,retrofit,android.view,,,Mobile Development
mobile_3571,C#,Dart,Swift,Objective-C,,android.content,glide,androidx,flutter,jetpack-compose,android.view,Combine,Mobile Development
mobile_3572,Swift,C#,Java,Kotlin,,CoreData,AVFoundation,androidx,SwiftUI,Combine,react-native,,Mobile Development
mobile_3573,TypeScript,Swift,Java,JavaScript,,CoreLocation,java.util,android.content,CoreData,react-native,glide,UIKit,Mobile Development
mobile_3574,Dart,Objective-C,Kotlin,,,Foundation,HealthKit,android.view,android.content,,,,Mobile Development
mobile_3575,C#,Dart,Java,,,com.android,SwiftUI,android.view,,,,,Mobile Development
mobile_3576,JavaScript,Swift,Java,Kotlin,,android.content,react-native,retrofit,Combine,,,,Mobile Development
mobile_3577,TypeScript,Objective-C,Dart,Kotlin,Java,com.android,flutter,AVFoundation,,,,,Mobile Development
mobile_3578,Dart,Java,Kotlin,C#,,Combine,flutter,CoreLocation,SwiftUI,,,,Mobile Development
mobile_3579,Kotlin,Dart,Objective-C,JavaScript,,Foundation,SwiftUI,react-native,glide,java.util,,,Mobile Development
mobile_3580,Kotlin,Java,JavaScript,Swift,,androidx,Combine,flutter,android.content,,,,Mobile Development
mobile_3581,Java,Kotlin,Swift,,,Combine,android.content,UIKit,Foundation,java.util,kotlinx.coroutines,,Mobile Development
mobile_3582,TypeScript,JavaScript,Swift,Java,,Combine,SwiftUI,react-native,UIKit,,,,Mobile Development
mobile_3583,TypeScript,Kotlin,Java,Swift,Dart,android.view,XCTest,SwiftUI,AppKit,jetpack-compose,,,Mobile Development
mobile_3584,Swift,Dart,Kotlin,,,AppKit,UIKit,CoreData,,,,,Mobile Development
mobile_3585,TypeScript,Swift,Kotlin,,,XCTest,retrofit,java.util,react-native,,,,Mobile Development
mobile_3586,C#,Java,Kotlin,Dart,Objective-C,androidx,UIKit,jetpack-compose,Combine,AppKit,CoreLocation,HealthKit,Mobile Development
mobile_3587,Dart,Objective-C,JavaScript,,,glide,Combine,XCTest,android.content,kotlinx.coroutines,,,Mobile Development
mobile_3588,C#,Kotlin,Swift,Java,,UIKit,react-native,android.view,,,,,Mobile Development
mobile_3589,Swift,Kotlin,Objective-C,,,flutter,android.content,jetpack-compose,SwiftUI,glide,AVFoundation,,Mobile Development
mobile_3590,TypeScript,Java,C#,,,UIKit,kotlinx.coroutines,HealthKit,CoreLocation,AppKit,glide,,Mobile Development
