profile,programmer_type
"{""Bash"": [200248, 113], ""Scala"": [179586, 292], ""Python"": [597817, 33], ""Java"": [561105, 75]}",DataEngineer
"{""YAML"": [436469, 137], ""Groovy"": [854636, 91], ""Dockerfile"": [18339, 178], ""Python"": [53506, 72], ""Go"": [369679, 100], ""Shell"": [1639676, 146]}",DevOps
"{""Ruby"": [734025, 185], ""PowerShell"": [103604, 35], ""Go"": [28878, 11], ""Python"": [576723, 103], ""Batch"": [31577, 300], ""Shell"": [255474, 152]}",Automation
"{""CSS"": [426942, 147], ""HTML"": [523257, 20], ""JavaScript"": [230137, 166], ""React"": [1090609, 52], ""TypeScript"": [794935, 114], ""Vue"": [106271, 244], ""Sass"": [160772, 13]}",Frontend
"{""Kotlin"": [555973, 134], ""Java"": [785200, 123], ""Swift"": [109610, 138], ""JavaScript"": [350018, 297]}",Mobile
"{""SQL"": [509469, 9], ""Go"": [313006, 80], ""PHP"": [412978, 157], ""Python"": [596487, 229]}",Backend
"{""CSS"": [400315, 125], ""SQL"": [1083536, 14], ""HTML"": [1670235, 135], ""PHP"": [366025, 36], ""JavaScript"": [369986, 207]}",FullStack
"{""Python"": [171602, 112], ""Shell"": [242710, 77], ""Go"": [338573, 134], ""Ruby"": [627516, 21]}",Automation
"{""Scala"": [179070, 178], ""Julia"": [353448, 29], ""MATLAB"": [714878, 142], ""SQL"": [1162369, 66]}",DataScientist
"{""Kotlin"": [116776, 188], ""JavaScript"": [232455, 218], ""Swift"": [854601, 239], ""Java"": [268538, 204], ""Dart"": [82460, 153]}",Mobile
"{""Python"": [665108, 129], ""YAML"": [278923, 53], ""Shell"": [667854, 246], ""Dockerfile"": [644057, 148], ""Groovy"": [163224, 33]}",DevOps
"{""TypeScript"": [87034, 295], ""React"": [106613, 24], ""Vue"": [617958, 217], ""JavaScript"": [137350, 277]}",Frontend
"{""JavaScript"": [1084779, 127], ""Vue"": [88785, 188], ""HTML"": [299533, 83], ""Sass"": [534424, 243]}",Frontend
"{""Java"": [335778, 49], ""Scala"": [322689, 244], ""Go"": [215720, 138], ""Bash"": [632700, 50]}",DataEngineer
"{""Go"": [517015, 101], ""Python"": [358552, 285], ""PowerShell"": [451725, 19], ""Ruby"": [218782, 55], ""Shell"": [433955, 72], ""Batch"": [726838, 168]}",Automation
"{""React"": [507491, 89], ""TypeScript"": [195182, 289], ""JavaScript"": [1046489, 259], ""CSS"": [291780, 264], ""HTML"": [467278, 151]}",Frontend
"{""Dart"": [646265, 5], ""Swift"": [971275, 273], ""Java"": [688878, 113], ""JavaScript"": [248457, 11], ""Kotlin"": [640583, 206]}",Mobile
"{""Scala"": [178093, 227], ""Go"": [220671, 217], ""Python"": [859772, 179], ""Bash"": [580331, 279], ""SQL"": [33699, 204]}",DataEngineer
"{""React"": [1105743, 99], ""TypeScript"": [152879, 26], ""Vue"": [932303, 198], ""HTML"": [840541, 107], ""Sass"": [287855, 249]}",Frontend
"{""JavaScript"": [116086, 172], ""Dart"": [525301, 161], ""Kotlin"": [121842, 246], ""Swift"": [330013, 107], ""Java"": [259067, 169]}",Mobile
"{""SQL"": [365753, 117], ""Python"": [475952, 13], ""PHP"": [538274, 256], ""CSS"": [550303, 287], ""JavaScript"": [1146868, 212]}",FullStack
"{""Python"": [673026, 165], ""C++"": [538446, 222], ""C#"": [464785, 97], ""Lua"": [350476, 130], ""Rust"": [281602, 145]}",GameDev
"{""Groovy"": [532476, 277], ""YAML"": [866858, 39], ""HCL"": [631854, 191], ""Shell"": [124022, 294], ""Dockerfile"": [508068, 250], ""Go"": [705856, 233], ""Python"": [98652, 28]}",DevOps
"{""Python"": [150358, 184], ""Lua"": [37115, 114], ""Rust"": [26060, 233], ""C++"": [490155, 23], ""C#"": [778902, 232]}",GameDev
"{""R"": [45988, 139], ""Python"": [646095, 15], ""Scala"": [447855, 108], ""Julia"": [299630, 39], ""SQL"": [324711, 81]}",DataScientist
"{""Shell"": [768084, 292], ""Go"": [274880, 189], ""Python"": [846848, 253], ""C++"": [1535248, 117], ""C"": [230797, 98]}",CyberSecurity
"{""TypeScript"": [1407507, 236], ""CSS"": [463901, 242], ""JavaScript"": [601156, 122], ""HTML"": [146059, 242], ""Vue"": [612572, 255], ""Sass"": [263738, 16]}",Frontend
"{""Python"": [258905, 231], ""Lua"": [497400, 19], ""C++"": [537726, 210], ""Rust"": [559280, 250]}",GameDev
"{""Node.js"": [872831, 65], ""C#"": [60351, 58], ""Java"": [241403, 240], ""SQL"": [750805, 65], ""PHP"": [342694, 184], ""Ruby"": [105072, 213], ""Python"": [641281, 224], ""Go"": [33457, 231]}",Backend
"{""C#"": [66137, 86], ""Ruby"": [211012, 206], ""Node.js"": [316458, 126], ""PHP"": [63441, 243], ""Python"": [276325, 212], ""SQL"": [827916, 30], ""Java"": [176856, 52]}",Backend
"{""MATLAB"": [874442, 77], ""R"": [609446, 12], ""SQL"": [97750, 287], ""Python"": [198395, 64]}",DataScientist
"{""Go"": [305798, 29], ""PowerShell"": [83426, 137], ""Batch"": [633103, 296], ""Shell"": [167574, 174], ""Python"": [546269, 72]}",Automation
"{""JavaScript"": [152388, 296], ""PHP"": [190051, 43], ""C++"": [326173, 144], ""Go"": [402640, 255], ""Python"": [572149, 266], ""Shell"": [287747, 246], ""C"": [105246, 211]}",CyberSecurity
"{""Go"": [422348, 140], ""JavaScript"": [324436, 83], ""SQL"": [507793, 270], ""CSS"": [47332, 132], ""Python"": [9315, 284], ""PHP"": [401312, 214]}",FullStack
"{""Node.js"": [116088, 207], ""Python"": [486685, 197], ""PHP"": [248973, 259], ""C#"": [260644, 155], ""Ruby"": [342715, 33]}",Backend
"{""Shell"": [555773, 169], ""JavaScript"": [420683, 57], ""Go"": [1264946, 46], ""Python"": [17030, 45], ""PHP"": [689406, 56]}",CyberSecurity
"{""Kotlin"": [23439, 23], ""Java"": [77165, 3], ""Swift"": [1024922, 111], ""JavaScript"": [478064, 249], ""Dart"": [422674, 234]}",Mobile
"{""Shell"": [651791, 29], ""Batch"": [140137, 278], ""Go"": [181600, 228], ""Ruby"": [87775, 87]}",Automation
"{""JavaScript"": [402210, 259], ""Python"": [488463, 114], ""SQL"": [848612, 148], ""HTML"": [501236, 255], ""Go"": [43336, 16], ""PHP"": [673977, 122], ""CSS"": [485824, 111]}",FullStack
"{""C++"": [586615, 158], ""Rust"": [155759, 84], ""C#"": [323632, 132], ""Python"": [230964, 204], ""Lua"": [196565, 168]}",GameDev
"{""Rust"": [275543, 143], ""C#"": [75352, 85], ""Lua"": [251842, 9], ""C++"": [1041796, 163]}",GameDev
"{""C#"": [241388, 294], ""C++"": [1081131, 126], ""Python"": [884297, 64], ""Lua"": [1088593, 95]}",GameDev
"{""PHP"": [62855, 291], ""HTML"": [372056, 118], ""Python"": [163732, 48], ""JavaScript"": [77223, 191], ""Go"": [721086, 262]}",FullStack
"{""Vue"": [1219339, 37], ""React"": [114649, 286], ""Sass"": [635330, 221], ""JavaScript"": [868732, 106], ""CSS"": [690084, 59], ""HTML"": [107512, 197], ""TypeScript"": [154055, 81]}",Frontend
"{""Java"": [67344, 70], ""Kotlin"": [44504, 40], ""Swift"": [142372, 150], ""Dart"": [1020005, 93]}",Mobile
"{""JavaScript"": [1388081, 279], ""Kotlin"": [171388, 61], ""Swift"": [151172, 124], ""Java"": [218604, 261]}",Mobile
"{""Sass"": [246833, 169], ""TypeScript"": [39653, 10], ""CSS"": [614316, 279], ""Vue"": [618749, 34]}",Frontend
"{""Sass"": [5426, 153], ""CSS"": [440791, 61], ""TypeScript"": [159635, 256], ""JavaScript"": [390962, 22]}",Frontend
"{""Kotlin"": [154153, 262], ""Java"": [349684, 270], ""JavaScript"": [1167490, 204], ""Swift"": [779194, 241], ""Dart"": [20859, 265]}",Mobile
"{""Python"": [195216, 189], ""Java"": [227098, 45], ""PHP"": [745865, 71], ""Go"": [242458, 46], ""Node.js"": [801615, 151], ""SQL"": [362031, 191], ""Ruby"": [782602, 91], ""C#"": [343293, 129]}",Backend
"{""Ruby"": [589828, 227], ""Shell"": [666036, 74], ""Batch"": [90890, 219], ""Python"": [442938, 209], ""PowerShell"": [271676, 13]}",Automation
"{""Python"": [85151, 170], ""JavaScript"": [369524, 6], ""CSS"": [185271, 246], ""SQL"": [410071, 6], ""Go"": [122714, 79], ""HTML"": [325977, 282], ""PHP"": [584315, 216]}",FullStack
"{""Dockerfile"": [503795, 42], ""YAML"": [296785, 102], ""HCL"": [482903, 232], ""Python"": [196685, 65], ""Groovy"": [307652, 151]}",DevOps
"{""Node.js"": [522067, 239], ""PHP"": [69085, 184], ""Python"": [132873, 224], ""Go"": [167044, 104], ""Ruby"": [333592, 74], ""Java"": [252434, 146], ""SQL"": [672347, 3]}",Backend
"{""Java"": [844721, 130], ""Swift"": [701130, 158], ""Kotlin"": [439927, 70], ""Dart"": [775537, 280], ""JavaScript"": [519545, 113]}",Mobile
"{""Dart"": [260268, 298], ""Kotlin"": [377823, 35], ""Swift"": [588546, 157], ""Java"": [137849, 251], ""JavaScript"": [470127, 72]}",Mobile
"{""Python"": [636366, 93], ""MATLAB"": [249388, 233], ""Julia"": [400325, 260], ""R"": [313209, 201], ""Scala"": [842397, 193], ""SQL"": [630101, 87]}",DataScientist
"{""Java"": [834321, 145], ""Python"": [466204, 137], ""Go"": [311827, 297], ""Scala"": [368161, 126], ""SQL"": [756789, 102]}",DataEngineer
"{""Ruby"": [337981, 268], ""Batch"": [326307, 104], ""Python"": [468439, 66], ""Go"": [448308, 144], ""Shell"": [208636, 186], ""PowerShell"": [103793, 221]}",Automation
"{""Node.js"": [485484, 116], ""C#"": [1168737, 159], ""PHP"": [161516, 79], ""Python"": [148760, 298], ""Ruby"": [440409, 27]}",Backend
"{""Scala"": [303639, 78], ""SQL"": [129023, 235], ""MATLAB"": [25908, 38], ""R"": [347127, 20], ""Python"": [979422, 170], ""Julia"": [1060229, 84]}",DataScientist
"{""Sass"": [14389, 228], ""HTML"": [956682, 124], ""CSS"": [928397, 197], ""Vue"": [321008, 163]}",Frontend
"{""Sass"": [428560, 219], ""JavaScript"": [133310, 135], ""CSS"": [298050, 180], ""TypeScript"": [334139, 203], ""HTML"": [625586, 283], ""Vue"": [222993, 45]}",Frontend
"{""HCL"": [447319, 118], ""Groovy"": [42865, 234], ""Go"": [79703, 127], ""Shell"": [126694, 82]}",DevOps
"{""C#"": [420297, 177], ""Python"": [329804, 226], ""Rust"": [427442, 104], ""Lua"": [677684, 118]}",GameDev
"{""Python"": [90575, 28], ""Lua"": [168306, 150], ""Rust"": [64854, 106], ""C++"": [61145, 51]}",GameDev
"{""Dart"": [309926, 189], ""Kotlin"": [28883, 94], ""Java"": [515769, 285], ""Swift"": [357432, 36], ""JavaScript"": [305393, 191]}",Mobile
"{""Python"": [133693, 18], ""Go"": [190582, 272], ""SQL"": [889354, 90], ""Scala"": [292113, 156]}",DataEngineer
"{""C#"": [572886, 181], ""Lua"": [807856, 109], ""Rust"": [258043, 121], ""C++"": [812274, 9]}",GameDev
"{""C++"": [982145, 235], ""Shell"": [333733, 49], ""C"": [226639, 108], ""Go"": [634796, 16]}",CyberSecurity
"{""HTML"": [357857, 129], ""CSS"": [144805, 172], ""JavaScript"": [64175, 126], ""PHP"": [77066, 196], ""SQL"": [382115, 104]}",FullStack
"{""Go"": [377257, 19], ""Java"": [643134, 143], ""Bash"": [845648, 266], ""Python"": [389533, 298], ""SQL"": [400466, 77]}",DataEngineer
"{""Python"": [170832, 60], ""JavaScript"": [216021, 83], ""C++"": [199861, 189], ""Shell"": [82580, 41], ""C"": [861907, 134], ""PHP"": [166983, 26]}",CyberSecurity
"{""Python"": [318585, 215], ""Shell"": [31861, 209], ""JavaScript"": [337401, 287], ""PHP"": [1106061, 5], ""C"": [33590, 103], ""Go"": [532033, 283]}",CyberSecurity
"{""Go"": [153045, 298], ""Shell"": [247783, 139], ""Dockerfile"": [588277, 122], ""YAML"": [617509, 259], ""Python"": [410382, 103], ""HCL"": [345332, 169]}",DevOps
"{""JavaScript"": [513527, 107], ""Sass"": [292813, 8], ""CSS"": [273341, 126], ""HTML"": [419901, 152], ""TypeScript"": [199003, 253], ""Vue"": [506710, 231]}",Frontend
"{""Java"": [189606, 273], ""Dart"": [77908, 194], ""Kotlin"": [325381, 94], ""JavaScript"": [341813, 32], ""Swift"": [356967, 209]}",Mobile
"{""CSS"": [632281, 161], ""SQL"": [1340251, 105], ""PHP"": [380386, 162], ""Go"": [269123, 90], ""HTML"": [262405, 265]}",FullStack
"{""MATLAB"": [770538, 71], ""Scala"": [858526, 189], ""Python"": [704437, 72], ""R"": [761268, 141], ""SQL"": [368001, 139], ""Julia"": [259946, 101]}",DataScientist
"{""Python"": [74273, 53], ""Java"": [217564, 267], ""Ruby"": [139403, 230], ""C#"": [310282, 222]}",Backend
"{""Shell"": [546877, 225], ""Batch"": [233258, 44], ""Ruby"": [269390, 158], ""PowerShell"": [283433, 89], ""Python"": [951862, 169]}",Automation
"{""Python"": [226632, 170], ""SQL"": [498650, 219], ""Scala"": [502018, 48], ""Julia"": [79926, 105]}",DataScientist
"{""Julia"": [571470, 53], ""Scala"": [19914, 131], ""Python"": [224416, 128], ""MATLAB"": [944798, 268]}",DataScientist
"{""Shell"": [65317, 125], ""Groovy"": [542203, 233], ""HCL"": [1493790, 236], ""YAML"": [785311, 64], ""Python"": [404249, 245], ""Dockerfile"": [414555, 167], ""Go"": [333945, 267]}",DevOps
"{""Shell"": [144562, 37], ""C"": [283540, 142], ""JavaScript"": [54525, 278], ""Python"": [70716, 94], ""Go"": [569495, 255], ""PHP"": [64690, 195], ""C++"": [838788, 278]}",CyberSecurity
"{""TypeScript"": [128113, 83], ""JavaScript"": [609789, 138], ""Vue"": [313440, 218], ""HTML"": [629632, 138], ""Sass"": [412545, 21], ""React"": [117168, 60], ""CSS"": [31456, 10]}",Frontend
"{""Python"": [567050, 172], ""Dockerfile"": [446616, 169], ""Shell"": [604221, 15], ""YAML"": [442552, 53], ""HCL"": [120270, 41], ""Go"": [263100, 220], ""Groovy"": [280358, 98]}",DevOps
"{""Sass"": [48307, 282], ""React"": [43551, 193], ""CSS"": [90978, 268], ""TypeScript"": [599923, 147]}",Frontend
"{""Shell"": [512545, 35], ""Go"": [593277, 69], ""PowerShell"": [888827, 174], ""Ruby"": [261265, 97]}",Automation
"{""C#"": [1103726, 226], ""SQL"": [53213, 140], ""Ruby"": [393961, 134], ""Go"": [961850, 202]}",Backend
"{""Swift"": [126101, 158], ""Dart"": [315962, 63], ""Kotlin"": [677999, 234], ""Java"": [148010, 249]}",Mobile
"{""Rust"": [63167, 104], ""C++"": [464815, 178], ""Lua"": [592020, 231], ""Python"": [590468, 10], ""C#"": [185435, 112]}",GameDev
"{""CSS"": [200245, 91], ""Go"": [459943, 192], ""Python"": [292668, 176], ""SQL"": [87328, 225], ""HTML"": [13100, 42]}",FullStack
"{""SQL"": [1390932, 221], ""Go"": [621294, 88], ""Bash"": [823796, 227], ""Scala"": [604119, 151], ""Java"": [34641, 171]}",DataEngineer
"{""Scala"": [683590, 109], ""SQL"": [933855, 244], ""Go"": [507087, 218], ""Bash"": [950100, 256], ""Python"": [160930, 133], ""Java"": [100647, 217]}",DataEngineer
"{""Python"": [52718, 289], ""Go"": [863238, 53], ""SQL"": [429071, 216], ""Java"": [504891, 285]}",Backend
"{""Python"": [149961, 255], ""Shell"": [65030, 190], ""Go"": [594416, 185], ""Ruby"": [214699, 217], ""Batch"": [817737, 224]}",Automation
"{""C"": [438401, 226], ""Shell"": [709904, 256], ""JavaScript"": [1026900, 114], ""PHP"": [300182, 1], ""Python"": [555845, 262]}",CyberSecurity
"{""C#"": [421290, 26], ""Rust"": [168459, 280], ""Lua"": [168579, 202], ""Python"": [30521, 243]}",GameDev
"{""Dockerfile"": [577332, 197], ""Groovy"": [634250, 51], ""Go"": [313634, 148], ""YAML"": [291877, 265], ""Shell"": [682335, 67]}",DevOps
"{""Swift"": [113330, 42], ""Kotlin"": [445534, 84], ""Java"": [664811, 191], ""JavaScript"": [157571, 168]}",Mobile
"{""Java"": [117535, 109], ""C#"": [1766, 293], ""Python"": [282237, 48], ""Ruby"": [19052, 277], ""SQL"": [591049, 72], ""PHP"": [633657, 245], ""Node.js"": [189038, 153], ""Go"": [22996, 45]}",Backend
"{""Go"": [885924, 220], ""Java"": [492370, 24], ""C#"": [157474, 258], ""SQL"": [111828, 110], ""Python"": [1262940, 157], ""Node.js"": [1529921, 125]}",Backend
"{""Java"": [168797, 11], ""JavaScript"": [362955, 220], ""Dart"": [894590, 261], ""Kotlin"": [326359, 74], ""Swift"": [285897, 241]}",Mobile
"{""Java"": [803374, 142], ""PHP"": [1028135, 85], ""C#"": [434151, 174], ""Ruby"": [599534, 160], ""Go"": [327848, 103]}",Backend
"{""JavaScript"": [251107, 285], ""C"": [593475, 132], ""Go"": [518072, 175], ""PHP"": [311332, 28]}",CyberSecurity
"{""SQL"": [277995, 191], ""Node.js"": [346423, 106], ""Java"": [264845, 123], ""Ruby"": [734647, 115]}",Backend
"{""R"": [311048, 161], ""Scala"": [435367, 100], ""Julia"": [897758, 124], ""Python"": [363216, 148], ""MATLAB"": [267901, 46]}",DataScientist
"{""Java"": [322262, 162], ""Swift"": [496834, 151], ""Kotlin"": [187103, 138], ""JavaScript"": [412748, 265]}",Mobile
"{""Go"": [483728, 299], ""PowerShell"": [626821, 285], ""Ruby"": [822113, 245], ""Batch"": [450382, 76], ""Shell"": [27947, 12]}",Automation
"{""JavaScript"": [453705, 117], ""Java"": [1103096, 114], ""Dart"": [635394, 207], ""Swift"": [192599, 287]}",Mobile
"{""SQL"": [159884, 299], ""JavaScript"": [12754, 277], ""PHP"": [17854, 223], ""Go"": [349532, 32]}",FullStack
"{""C#"": [12635, 80], ""Rust"": [334130, 120], ""C++"": [195177, 33], ""Python"": [1040527, 167]}",GameDev
"{""Groovy"": [637102, 210], ""YAML"": [114326, 112], ""Shell"": [314179, 63], ""HCL"": [117650, 175], ""Go"": [600876, 256], ""Python"": [145884, 49], ""Dockerfile"": [458552, 187]}",DevOps
"{""JavaScript"": [28166, 189], ""PHP"": [580484, 170], ""CSS"": [974125, 284], ""SQL"": [397803, 93]}",FullStack
"{""Swift"": [564058, 79], ""Kotlin"": [105293, 146], ""Dart"": [347221, 151], ""JavaScript"": [728211, 289]}",Mobile
"{""Python"": [1261974, 224], ""JavaScript"": [449870, 55], ""CSS"": [1274933, 63], ""SQL"": [544988, 114], ""Go"": [231308, 65], ""PHP"": [836498, 18], ""HTML"": [311446, 44]}",FullStack
"{""CSS"": [367835, 291], ""Vue"": [1006074, 143], ""Sass"": [20078, 245], ""TypeScript"": [12089, 18], ""JavaScript"": [60574, 103]}",Frontend
"{""JavaScript"": [593842, 171], ""HTML"": [389974, 30], ""Vue"": [24348, 233], ""CSS"": [258988, 244]}",Frontend
"{""Kotlin"": [675722, 139], ""Dart"": [598976, 65], ""Swift"": [13379, 83], ""JavaScript"": [115248, 59], ""Java"": [369611, 3]}",Mobile
"{""Go"": [593174, 52], ""PHP"": [778301, 120], ""CSS"": [272079, 114], ""JavaScript"": [176282, 201], ""SQL"": [473652, 188], ""Python"": [281421, 157], ""HTML"": [1060490, 31]}",FullStack
"{""Sass"": [44624, 46], ""HTML"": [641168, 129], ""CSS"": [61787, 21], ""TypeScript"": [367412, 295]}",Frontend
"{""Sass"": [1422953, 164], ""React"": [155829, 271], ""HTML"": [161835, 235], ""TypeScript"": [803035, 15], ""JavaScript"": [860293, 69], ""CSS"": [369205, 51], ""Vue"": [371987, 209]}",Frontend
"{""Lua"": [150551, 146], ""Python"": [530307, 179], ""C++"": [154084, 108], ""Rust"": [239958, 232]}",GameDev
"{""Shell"": [414922, 82], ""Groovy"": [856352, 177], ""YAML"": [414271, 116], ""Go"": [10509, 271], ""HCL"": [336331, 212], ""Python"": [373319, 14], ""Dockerfile"": [431441, 274]}",DevOps
"{""CSS"": [433806, 31], ""SQL"": [86389, 16], ""PHP"": [404521, 98], ""JavaScript"": [289302, 180], ""Python"": [907708, 61], ""Go"": [291153, 240], ""HTML"": [244268, 48]}",FullStack
"{""Ruby"": [78314, 17], ""Node.js"": [2642, 255], ""Python"": [325946, 278], ""SQL"": [186234, 31], ""Java"": [38585, 84]}",Backend
"{""React"": [760644, 128], ""Vue"": [371532, 216], ""HTML"": [42058, 152], ""CSS"": [173505, 167], ""TypeScript"": [397932, 284], ""JavaScript"": [627177, 117], ""Sass"": [471254, 119]}",Frontend
"{""Lua"": [578969, 50], ""Rust"": [171252, 13], ""C++"": [149788, 263], ""C#"": [1200369, 86]}",GameDev
"{""C"": [453133, 167], ""C++"": [868506, 1], ""Go"": [229178, 95], ""JavaScript"": [948565, 18]}",CyberSecurity
"{""Go"": [510929, 267], ""PowerShell"": [386500, 83], ""Batch"": [148911, 8], ""Ruby"": [683030, 7], ""Python"": [364034, 2]}",Automation
"{""R"": [82574, 105], ""Python"": [355100, 251], ""Scala"": [90981, 199], ""SQL"": [442819, 29], ""Julia"": [925894, 70]}",DataScientist
"{""PHP"": [552240, 193], ""Go"": [556791, 183], ""Python"": [372637, 287], ""Node.js"": [902871, 85], ""Ruby"": [352436, 85]}",Backend
"{""Dart"": [160949, 113], ""Java"": [492459, 121], ""Swift"": [626815, 250], ""JavaScript"": [188556, 187], ""Kotlin"": [2321, 182]}",Mobile
"{""Kotlin"": [243743, 28], ""Swift"": [85239, 188], ""JavaScript"": [140780, 109], ""Java"": [521442, 224]}",Mobile
"{""Go"": [63365, 188], ""Bash"": [427781, 64], ""Java"": [770224, 69], ""Python"": [798364, 157], ""Scala"": [371754, 217]}",DataEngineer
"{""HCL"": [31017, 10], ""Go"": [333551, 262], ""Dockerfile"": [40369, 219], ""Python"": [704850, 249]}",DevOps
"{""Rust"": [424654, 178], ""Lua"": [881686, 37], ""C#"": [340396, 176], ""Python"": [289866, 244]}",GameDev
"{""HTML"": [186896, 77], ""Vue"": [289590, 57], ""Sass"": [250019, 174], ""TypeScript"": [191018, 63], ""JavaScript"": [153283, 213], ""CSS"": [446917, 77], ""React"": [459895, 286]}",Frontend
"{""Scala"": [513239, 163], ""Bash"": [200103, 20], ""Go"": [887387, 265], ""Python"": [157553, 71]}",DataEngineer
"{""JavaScript"": [132864, 88], ""Java"": [63529, 135], ""Dart"": [154702, 112], ""Kotlin"": [115895, 260]}",Mobile
"{""SQL"": [20929, 106], ""Java"": [528106, 161], ""Scala"": [69932, 35], ""Go"": [495344, 111], ""Bash"": [280024, 148], ""Python"": [607509, 48]}",DataEngineer
"{""Python"": [305074, 245], ""SQL"": [20004, 126], ""Scala"": [314084, 278], ""R"": [606482, 255], ""Julia"": [542109, 35]}",DataScientist
"{""Python"": [964983, 242], ""Batch"": [1266226, 185], ""Ruby"": [34829, 140], ""Shell"": [302321, 153], ""Go"": [965548, 35]}",Automation
"{""React"": [410598, 133], ""Sass"": [410253, 244], ""HTML"": [535680, 61], ""Vue"": [715810, 131], ""JavaScript"": [1120242, 162], ""TypeScript"": [440224, 117], ""CSS"": [717906, 157]}",Frontend
"{""YAML"": [183002, 126], ""Shell"": [4975, 14], ""HCL"": [131563, 133], ""Python"": [79351, 255], ""Go"": [674125, 279], ""Groovy"": [23390, 175], ""Dockerfile"": [631561, 188]}",DevOps
"{""HCL"": [80023, 211], ""Groovy"": [202772, 102], ""YAML"": [494936, 85], ""Python"": [454014, 167]}",DevOps
"{""Ruby"": [100370, 7], ""Java"": [504082, 231], ""Python"": [531050, 102], ""SQL"": [985893, 271], ""PHP"": [437438, 4], ""Node.js"": [676652, 104]}",Backend
"{""PHP"": [305087, 21], ""Java"": [191189, 265], ""Node.js"": [860765, 40], ""SQL"": [310662, 270], ""Ruby"": [227302, 252], ""Python"": [706769, 183]}",Backend
"{""Kotlin"": [284308, 51], ""Swift"": [347754, 20], ""JavaScript"": [313662, 177], ""Java"": [66137, 112], ""Dart"": [684321, 106]}",Mobile
"{""JavaScript"": [41367, 161], ""HTML"": [331831, 229], ""Go"": [599316, 95], ""Python"": [156136, 288]}",FullStack
"{""Go"": [178970, 278], ""SQL"": [301428, 86], ""Python"": [171603, 154], ""Bash"": [401810, 170], ""Scala"": [1132538, 45], ""Java"": [618707, 109]}",DataEngineer
"{""Java"": [588699, 94], ""JavaScript"": [173701, 300], ""Kotlin"": [139365, 231], ""Dart"": [633285, 115], ""Swift"": [787588, 121]}",Mobile
"{""C++"": [570632, 293], ""JavaScript"": [401309, 270], ""C"": [37710, 4], ""PHP"": [813085, 168]}",CyberSecurity
"{""PHP"": [81741, 189], ""Go"": [167856, 175], ""SQL"": [31562, 12], ""Node.js"": [304469, 79], ""Python"": [109519, 271]}",Backend
"{""JavaScript"": [566100, 280], ""TypeScript"": [1501144, 279], ""CSS"": [466862, 54], ""React"": [819782, 86], ""HTML"": [561456, 48]}",Frontend
"{""Go"": [382821, 36], ""PHP"": [93975, 2], ""Python"": [744815, 280], ""HTML"": [157292, 257]}",FullStack
"{""Lua"": [226437, 53], ""C#"": [135129, 83], ""C++"": [55601, 126], ""Rust"": [730120, 141], ""Python"": [78677, 86]}",GameDev
"{""Node.js"": [257802, 155], ""Java"": [203527, 240], ""Ruby"": [778955, 106], ""SQL"": [138704, 15], ""Go"": [364585, 94]}",Backend
"{""Java"": [286367, 158], ""PHP"": [393252, 170], ""Node.js"": [736953, 66], ""C#"": [437533, 158], ""Ruby"": [495972, 33]}",Backend
"{""Scala"": [648028, 5], ""Bash"": [551593, 34], ""Go"": [184441, 19], ""Java"": [475563, 98], ""SQL"": [557992, 103], ""Python"": [281437, 186]}",DataEngineer
"{""Python"": [10119, 261], ""Scala"": [364981, 162], ""R"": [767306, 227], ""MATLAB"": [238410, 267], ""Julia"": [228593, 285]}",DataScientist
"{""Python"": [577524, 263], ""SQL"": [232899, 7], ""Java"": [37737, 88], ""Scala"": [167306, 194], ""Bash"": [45615, 233]}",DataEngineer
"{""Ruby"": [463640, 72], ""Shell"": [111893, 250], ""Batch"": [711636, 155], ""Python"": [522959, 81], ""Go"": [406309, 127], ""PowerShell"": [499087, 50]}",Automation
"{""Java"": [1223740, 42], ""C#"": [202749, 106], ""SQL"": [267401, 181], ""Node.js"": [1339481, 199], ""PHP"": [464502, 143], ""Go"": [414028, 135]}",Backend
"{""Go"": [4965, 219], ""Ruby"": [97451, 72], ""SQL"": [155383, 184], ""PHP"": [406614, 126]}",Backend
"{""Python"": [492086, 117], ""C"": [191406, 197], ""PHP"": [546497, 205], ""JavaScript"": [38938, 53]}",CyberSecurity
"{""Vue"": [648284, 240], ""React"": [999246, 279], ""Sass"": [613190, 200], ""CSS"": [278810, 56], ""TypeScript"": [177966, 262], ""JavaScript"": [627820, 156], ""HTML"": [36868, 297]}",Frontend
"{""C++"": [165734, 225], ""Go"": [820960, 133], ""C"": [97665, 93], ""JavaScript"": [789544, 289], ""Shell"": [521393, 108], ""Python"": [1065299, 38], ""PHP"": [598941, 115]}",CyberSecurity
"{""Python"": [243294, 61], ""JavaScript"": [492669, 192], ""Shell"": [511242, 273], ""C"": [705368, 91], ""Go"": [308693, 197], ""PHP"": [266836, 61]}",CyberSecurity
"{""Python"": [287594, 83], ""Go"": [522955, 130], ""C++"": [200611, 164], ""Shell"": [538001, 61], ""C"": [688808, 33], ""JavaScript"": [385624, 107]}",CyberSecurity
"{""Python"": [1022760, 269], ""Rust"": [269359, 90], ""C#"": [72968, 80], ""Lua"": [876375, 164]}",GameDev
"{""SQL"": [465687, 39], ""Python"": [676596, 178], ""Node.js"": [300047, 2], ""Ruby"": [261195, 23]}",Backend
